customer_id,district,plan_tier,gender,payment_method,tenure_months,tenure_band,monthly_arpu_lkr,avg_nps_score,complaint_count_6m,late_payment_count_12m,app_usage_flag,churn_flag,churn_label,churn_date,churn_probability,priority_score,revenue_at_risk,annual_revenue_at_risk
C1049609,Matale,Basic,Female,App,15,13-24m,1619.74,7.0,1.0,1,0,1,Churned,6/19/2025,0.4288187,694.5748055076599,694.5748055076599,8334.897666091918
C1032761,Nuwara Eliya,Platinum,Male,Cash,38,37-60m,10246.01,7.0,0.0,0,1,1,Churned,5/13/2025,0.69036174,7073.4532732653615,7073.4532732653615,84881.43927918434
C1018171,Puttalam,Basic,Female,Bank transfer,1,0-6m,1209.73,5.0,0.0,0,1,0,Retained,,0.66216385,801.0394786703587,801.0394786703587,9612.473744044304
C1042952,Jaffna,Basic,Female,Auto-debit,1,0-6m,1370.9,6.0,1.0,0,0,1,Churned,6/25/2025,0.6412061,879.0294228613377,879.0294228613377,10548.353074336053
C1000036,Gampaha,Silver,Male,Auto-debit,15,13-24m,2517.38,4.0,0.0,0,0,0,Retained,,0.397207,999.9209372967482,999.9209372967482,11999.05124756098
C1024151,Colombo,Gold,Female,Bank transfer,49,37-60m,4637.38,8.0,0.0,0,0,0,Retained,,0.29425168,1364.5568575334548,1364.5568575334548,16374.682290401459
C1036955,Ampara,Basic,Male,Cash,15,13-24m,1120.35,8.0,0.0,1,1,0,Retained,,0.3347222,375.0060067936778,375.0060067936778,4500.072081524133
C1041964,Kurunegala,Basic,Male,Bank transfer,10,7-12m,1311.1,5.0,0.0,0,0,0,Retained,,0.4623492,606.1860442608595,606.1860442608595,7274.232531130314
C1011825,Kandy,Platinum,Male,Bank transfer,49,37-60m,3411.06,2.0,2.0,0,0,1,Churned,3/24/2025,0.6517975,2223.320289720297,2223.320289720297,26679.84347664356
C1017939,Puttalam,Basic,Male,Auto-debit,6,0-6m,1097.35,6.0,0.0,0,0,0,Retained,,0.47033182,516.1186203345655,516.1186203345655,6193.423444014787
C1011721,Jaffna,Basic,Male,Bank transfer,10,7-12m,971.54,7.0,0.0,1,0,0,Retained,,0.49737173,483.21653366208074,483.21653366208074,5798.598403944969
C1007252,Badulla,Basic,Female,Cash,1,0-6m,1490.22,6.0,3.0,0,1,0,Retained,,0.7497254,1117.2557876765727,1117.2557876765727,13407.069452118873
C1006398,Jaffna,Basic,Male,Auto-debit,1,0-6m,1021.12,4.0,1.0,0,0,0,Retained,,0.62134415,634.4669375419617,634.4669375419617,7613.60325050354
C1028555,Kandy,Silver,Female,Cash,29,25-36m,2222.26,10.0,2.0,0,1,0,Retained,,0.46866,1041.4843649029733,1041.4843649029733,12497.812378835679
C1007692,Nuwara Eliya,Gold,Male,App,39,37-60m,2872.92,9.0,0.0,1,0,0,Retained,,0.33324352,957.3819708001614,957.3819708001614,11488.583649601936
C1030505,Colombo,Basic,Female,Auto-debit,23,13-24m,857.46,7.0,0.0,0,1,0,Retained,,0.19810618,169.8681290486455,169.8681290486455,2038.4175485837459
C1023243,Kurunegala,Gold,Male,Auto-debit,3,0-6m,3214.25,7.0,0.0,0,1,0,Retained,,0.42380792,1362.22460372746,1362.22460372746,16346.695244729519
C1020092,Matara,Basic,Female,Bank transfer,2,0-6m,1049.49,7.0,0.0,0,1,0,Retained,,0.61221284,642.5112500327825,642.5112500327825,7710.13500039339
C1041678,Polonnaruwa,Basic,Male,App,3,0-6m,1669.48,5.0,0.0,2,0,0,Retained,,0.6296235,1051.1437951874734,1051.1437951874734,12613.725542249682
C1015858,Kurunegala,Basic,Male,Auto-debit,2,0-6m,804.54,7.0,0.0,0,0,1,Churned,11/5/2025,0.6272947,504.6836934006214,504.6836934006214,6056.2043208074565
C1049888,Kurunegala,Gold,Female,Auto-debit,7,7-12m,4131.73,7.0,0.0,1,0,0,Retained,,0.4846721,2002.534253055155,2002.534253055155,24030.41103666186
C1041519,Colombo,Basic,Male,Bank transfer,4,0-6m,1606.54,7.0,1.0,1,1,1,Churned,8/29/2025,0.6212218,998.0176396894454,998.0176396894454,11976.211676273346
C1022159,Kurunegala,Silver,Female,Cash,13,13-24m,2269.42,10.0,0.0,0,1,0,Retained,,0.3572371,810.7210208463669,810.7210208463669,9728.652250156403
C1041162,Matale,Gold,Male,Bank transfer,36,25-36m,3261.43,7.0,0.0,2,0,0,Retained,,0.40737277,1328.6177820461987,1328.6177820461987,15943.413384554384
C1029960,Kalutara,Silver,Female,Bank transfer,2,0-6m,2966.09,4.0,1.0,0,0,1,Churned,12/10/2025,0.77589625,2301.3781117266417,2301.3781117266417,27616.5373407197
C1005036,Monaragala,Silver,Female,Auto-debit,20,13-24m,2523.93,9.0,1.0,1,0,0,Retained,,0.37549058,947.7119295564294,947.7119295564294,11372.543154677152
C1023457,Kurunegala,Basic,Male,Cash,10,7-12m,1350.72,8.0,1.0,2,0,0,Retained,,0.6247518,843.8647597503663,843.8647597503663,10126.377117004395
C1014688,Puttalam,Silver,Male,App,1,0-6m,2518.2,10.0,0.0,0,0,1,Churned,8/10/2025,0.6346518,1598.1801127195356,1598.1801127195356,19178.161352634426
C1012012,Monaragala,Basic,Female,Bank transfer,22,13-24m,1541.26,7.0,0.0,1,0,0,Retained,,0.288013,443.9029336684942,443.9029336684942,5326.835204021931
C1002696,Anuradhapura,Basic,Female,Bank transfer,16,13-24m,1145.71,8.0,0.0,1,0,1,Churned,10/12/2025,0.37603205,430.8236850744486,430.8236850744486,5169.884220893383
C1026718,Monaragala,Silver,Female,Cash,17,13-24m,2371.2,5.0,2.0,0,0,0,Retained,,0.50490123,1197.2217973709105,1197.2217973709105,14366.661568450927
C1017591,Matara,Silver,Male,Auto-debit,16,13-24m,1757.89,9.0,0.0,1,1,1,Churned,2/6/2025,0.30465588,535.5515244290233,535.5515244290233,6426.61829314828
C1001746,Puttalam,Basic,Male,Auto-debit,12,7-12m,842.99,4.0,1.0,0,0,0,Retained,,0.3168938,267.13829282194376,267.13829282194376,3205.659513863325
C1042857,Colombo,Silver,Male,Bank transfer,14,13-24m,2858.21,6.0,0.0,0,1,1,Churned,10/3/2025,0.3860644,1103.4531579053403,1103.4531579053403,13241.437894864084
C1023644,Matara,Basic,Female,Bank transfer,2,0-6m,1405.04,8.0,0.0,1,0,0,Retained,,0.649985,913.254946026802,913.254946026802,10959.059352321625
C1033481,Kegalle,Basic,Male,Cash,5,0-6m,609.62,3.0,0.0,1,0,0,Retained,,0.6498354,396.15266126275066,396.15266126275066,4753.831935153008
C1009244,Matale,Basic,Male,Auto-debit,1,0-6m,1447.59,8.0,0.0,1,1,0,Retained,,0.640059,926.542999548912,926.542999548912,11118.515994586944
C1020422,Puttalam,Gold,Male,Auto-debit,7,7-12m,2319.0,4.0,0.0,0,1,0,Retained,,0.48607722,1127.21307143569,1127.21307143569,13526.55685722828
C1045032,Ampara,Basic,Female,Cash,1,0-6m,1237.23,7.0,2.0,3,1,0,Retained,,0.72100914,892.0541324007511,892.0541324007511,10704.649588809014
C1027981,Matara,Silver,Male,Bank transfer,44,37-60m,2602.41,5.0,1.0,0,1,1,Churned,11/28/2025,0.3658328,952.0469517087936,952.0469517087936,11424.563420505523
C1045019,Gampaha,Silver,Female,Cash,27,25-36m,2399.25,9.0,0.0,0,1,1,Churned,1/16/2025,0.4075649,977.8501061573625,977.8501061573625,11734.20127388835
C1036723,Monaragala,Platinum,Female,Bank transfer,8,7-12m,4243.7,8.0,0.0,2,1,0,Retained,,0.5650465,2397.887786382437,2397.887786382437,28774.653436589244
C1007494,Monaragala,Basic,Male,Auto-debit,5,0-6m,1507.77,3.0,0.0,0,1,1,Churned,7/28/2025,0.72814107,1097.8692602276801,1097.8692602276801,13174.431122732161
C1029928,Jaffna,Basic,Female,App,5,0-6m,1321.47,7.0,0.0,1,0,0,Retained,,0.5179121,684.4052893406152,684.4052893406152,8212.863472087383
C1036196,Ratnapura,Silver,Female,Cash,11,7-12m,2069.32,9.0,0.0,1,0,1,Churned,10/3/2025,0.54453385,1126.8147839212418,1126.8147839212418,13521.777407054902
C1018891,Batticaloa,Basic,Female,Bank transfer,2,0-6m,1230.14,7.0,2.0,2,0,0,Retained,,0.72811335,895.6813603699208,895.6813603699208,10748.17632443905
C1037449,Puttalam,Basic,Male,App,23,13-24m,958.72,9.0,0.0,1,1,0,Retained,,0.24447685,234.38485023498535,234.38485023498535,2812.618202819824
C1010686,Polonnaruwa,Basic,Female,App,36,25-36m,1572.1,7.0,0.0,2,1,0,Retained,,0.225913,355.1578321531415,355.1578321531415,4261.893985837698
C1004747,Ampara,Basic,Female,App,20,13-24m,940.71,8.0,0.0,0,0,0,Retained,,0.16348885,153.79559608116747,153.79559608116747,1845.5471529740098
C1032314,Matara,Platinum,Male,Bank transfer,31,25-36m,12237.55,4.0,0.0,1,0,0,Retained,,0.22349557,2735.0382469847796,2735.0382469847796,32820.45896381736
C1006302,Hambantota,Basic,Female,Cash,2,0-6m,1676.58,7.0,1.0,1,0,1,Churned,1/4/2025,0.7751271,1299.5626148879528,1299.5626148879528,15594.751378655434
C1031357,Kalutara,Gold,Female,App,36,25-36m,2872.3,8.0,0.0,0,0,0,Retained,,0.26894525,772.4914327710867,772.4914327710867,9269.89719325304
C1005492,Kalutara,Silver,Male,Bank transfer,27,25-36m,2173.56,7.0,1.0,1,1,0,Retained,,0.32779226,712.4761382782459,712.4761382782459,8549.713659338951
C1017535,Puttalam,Basic,Male,Bank transfer,1,0-6m,879.09,7.0,1.0,0,0,0,Retained,,0.7216911,634.4314044731856,634.4314044731856,7613.176853678227
C1012807,Ratnapura,Silver,Female,Auto-debit,27,25-36m,2046.73,7.0,0.0,1,1,0,Retained,,0.15627553,319.85380669370295,319.85380669370295,3838.2456803244354
C1026246,Kandy,Silver,Male,Auto-debit,9,7-12m,3056.63,5.0,1.0,2,0,1,Churned,10/10/2025,0.5596475,1710.635339499116,1710.635339499116,20527.62407398939
C1027801,Ampara,Basic,Male,Auto-debit,4,0-6m,1640.94,7.0,1.0,1,0,1,Churned,9/26/2025,0.6201725,1017.6658631515503,1017.6658631515503,12211.990357818604
C1018193,Nuwara Eliya,Silver,Male,App,60,37-60m,2870.61,8.0,0.0,0,1,0,Retained,,0.16697551,479.3215776617825,479.3215776617825,5751.8589319413895
C1034525,Nuwara Eliya,Silver,Male,Auto-debit,14,13-24m,2917.84,8.0,1.0,0,1,0,Retained,,0.40913093,1193.77859541893,1193.77859541893,14325.34314502716
C1024059,Ratnapura,Gold,Female,Bank transfer,37,37-60m,3164.03,4.0,0.0,0,0,0,Retained,,0.345936,1094.5518831783534,1094.5518831783534,13134.62259814024
C1049113,Ratnapura,Gold,Female,Auto-debit,51,37-60m,3475.02,5.0,0.0,2,0,0,Retained,,0.43230122,1502.2553969156743,1502.2553969156743,18027.06476298809
C1025378,Matara,Basic,Female,Auto-debit,6,0-6m,1269.92,6.0,0.0,1,0,0,Retained,,0.5432091,689.8320697021485,689.8320697021485,8277.984836425781
C1032642,Puttalam,Gold,Male,App,17,13-24m,5753.16,0.0,1.0,1,0,0,Retained,,0.6601714,3798.0716316747666,3798.0716316747666,45576.859580097196
C1025060,Badulla,Platinum,Female,Bank transfer,16,13-24m,12380.6,9.0,0.0,1,1,0,Retained,,0.54184115,6708.318533396721,6708.318533396721,80499.82240076066
C1022820,Kandy,Silver,Female,Bank transfer,12,7-12m,2222.49,7.0,0.0,1,0,0,Retained,,0.3803298,845.2791499346494,845.2791499346494,10143.349799215792
C1021378,Galle,Basic,Female,Bank transfer,1,0-6m,1530.06,7.0,0.0,0,0,0,Retained,,0.65636855,1004.2832691800594,1004.2832691800594,12051.399230160712
C1038596,Matara,Platinum,Male,App,41,37-60m,7922.14,5.0,1.0,0,1,0,Retained,,0.37632155,2981.272037262917,2981.272037262917,35775.264447155
C1010638,Jaffna,Gold,Male,Auto-debit,38,37-60m,4189.29,4.0,2.0,1,1,0,Retained,,0.44083524,1846.7866521191597,1846.7866521191597,22161.439825429916
C1045812,Colombo,Basic,Male,Auto-debit,17,13-24m,1937.73,6.0,0.0,1,0,0,Retained,,0.4165578,807.1765241861343,807.1765241861343,9686.118290233611
C1019340,Trincomalee,Basic,Female,Cash,25,25-36m,1027.21,6.0,0.0,2,0,0,Retained,,0.38606972,396.5746719688177,396.5746719688177,4758.8960636258125
C1025921,Galle,Basic,Male,Auto-debit,1,0-6m,1217.51,8.0,0.0,0,1,0,Retained,,0.5314886,647.0926822119951,647.0926822119951,7765.112186543942
C1007351,Gampaha,Basic,Female,Cash,8,7-12m,1378.53,5.0,0.0,0,0,0,Retained,,0.5370307,740.3129265546798,740.3129265546798,8883.755118656158
C1041423,Anuradhapura,Gold,Female,Auto-debit,19,13-24m,4054.39,9.0,0.0,0,0,0,Retained,,0.34586632,1402.2769593513012,1402.2769593513012,16827.323512215615
C1024561,Kalutara,Platinum,Female,Bank transfer,31,25-36m,7529.76,9.0,1.0,0,1,1,Churned,8/19/2025,0.5208284,3921.7130480861665,3921.7130480861665,47060.556577033996
C1017634,Kegalle,Basic,Male,App,41,37-60m,1478.62,9.0,2.0,0,1,0,Retained,,0.2902425,429.1583552253246,429.1583552253246,5149.900262703895
C1041389,Kandy,Basic,Male,Auto-debit,10,7-12m,1499.14,10.0,0.0,3,1,0,Retained,,0.33818835,506.99168331980707,506.99168331980707,6083.900199837684
C1043371,Kurunegala,Silver,Male,Auto-debit,15,13-24m,2471.49,5.0,2.0,0,0,0,Retained,,0.45365378,1121.2007871732114,1121.2007871732114,13454.409446078538
C1029693,Colombo,Platinum,Male,Cash,19,13-24m,8116.23,10.0,0.0,0,1,1,Churned,4/28/2025,0.58726645,4766.389540200234,4766.389540200234,57196.6744824028
C1011572,Kandy,Silver,Female,Auto-debit,16,13-24m,3319.86,8.0,0.0,2,1,0,Retained,,0.32186586,1068.549582849741,1068.549582849741,12822.594994196892
C1008991,Gampaha,Basic,Female,App,3,0-6m,626.7,7.0,1.0,1,1,0,Retained,,0.62601817,392.3255849719048,392.3255849719048,4707.907019662857
C1042602,Kalutara,Platinum,Male,Cash,30,25-36m,4041.84,10.0,0.0,0,0,0,Retained,,0.49571827,2003.6139346003533,2003.6139346003533,24043.36721520424
C1037629,Colombo,Basic,Male,Bank transfer,5,0-6m,986.37,7.0,1.0,0,1,1,Churned,1/12/2025,0.5715953,563.804467073679,563.804467073679,6765.653604884148
C1010844,Gampaha,Gold,Male,Cash,40,37-60m,3608.57,9.0,2.0,1,0,0,Retained,,0.4585366,1654.6614010021092,1654.6614010021092,19855.93681202531
C1006908,Kegalle,Basic,Male,Auto-debit,10,7-12m,1385.01,5.0,1.0,0,0,1,Churned,8/1/2025,0.52314794,724.5651292598247,724.5651292598247,8694.781551117896
C1025294,Puttalam,Basic,Female,Bank transfer,2,0-6m,1093.87,9.0,0.0,0,1,0,Retained,,0.5961597,652.1212072968482,652.1212072968482,7825.454487562178
C1013491,Puttalam,Gold,Female,Auto-debit,22,13-24m,4044.46,8.0,0.0,0,1,0,Retained,,0.31685722,1281.5163469147683,1281.5163469147683,15378.19616297722
C1004858,Colombo,Gold,Male,Cash,24,13-24m,4716.24,8.0,0.0,0,1,0,Retained,,0.43484676,2050.8416779232025,2050.8416779232025,24610.100135078428
C1028757,Colombo,Platinum,Male,Auto-debit,57,37-60m,9817.44,6.0,0.0,2,1,0,Retained,,0.42623472,4184.533810501099,4184.533810501099,50214.40572601318
C1047939,Matara,Silver,Female,Bank transfer,43,37-60m,3326.99,4.0,0.0,0,1,0,Retained,,0.1730954,575.8866818195581,575.8866818195581,6910.640181834698
C1008250,Nuwara Eliya,Silver,Female,Auto-debit,18,13-24m,3035.93,10.0,0.0,1,1,0,Retained,,0.30647868,930.4478164833783,930.4478164833783,11165.373797800541
C1001257,Anuradhapura,Basic,Male,Auto-debit,20,13-24m,1234.09,9.0,0.0,0,0,0,Retained,,0.20344894,251.0742978517711,251.0742978517711,3012.891574221253
C1006680,Trincomalee,Basic,Male,Bank transfer,11,7-12m,1270.13,4.0,0.0,1,0,0,Retained,,0.51158494,649.7793767589332,649.7793767589332,7797.352521107197
C1008930,Batticaloa,Silver,Male,Bank transfer,50,37-60m,1943.1,7.0,1.0,2,1,0,Retained,,0.37351996,725.7866285741329,725.7866285741329,8709.439542889595
C1007641,Ratnapura,Silver,Male,Cash,24,13-24m,2248.08,7.0,1.0,0,1,0,Retained,,0.35356665,794.8461068344116,794.8461068344116,9538.15328201294
C1033038,Kandy,Gold,Female,Auto-debit,18,13-24m,4346.85,4.0,1.0,0,0,0,Retained,,0.5442376,2365.719271016121,2365.719271016121,28388.631252193452
C1035590,Polonnaruwa,Gold,Male,App,24,13-24m,5063.8,5.0,0.0,0,1,0,Retained,,0.39852884,2018.0703608453275,2018.0703608453275,24216.84433014393
C1001973,Matale,Basic,Male,Cash,52,37-60m,1382.12,8.0,0.0,0,1,0,Retained,,0.19797155,273.6204422938823,273.6204422938823,3283.445307526588
C1049675,Gampaha,Gold,Female,Cash,27,25-36m,3780.22,10.0,1.0,2,0,1,Churned,3/11/2025,0.6127798,2316.4424409019944,2316.4424409019944,27797.309290823934
C1013628,Monaragala,Gold,Female,Bank transfer,10,7-12m,2925.63,9.0,1.0,1,1,0,Retained,,0.58845234,1721.5938170528414,1721.5938170528414,20659.125804634095
C1014633,Anuradhapura,Silver,Male,Cash,4,0-6m,2360.91,10.0,2.0,0,1,0,Retained,,0.6837545,1614.282845394015,1614.282845394015,19371.394144728183
C1016651,Anuradhapura,Basic,Male,Cash,2,0-6m,756.26,5.0,0.0,0,1,1,Churned,7/23/2025,0.7243717,547.8133204221725,547.8133204221725,6573.75984506607
C1040852,Puttalam,Silver,Male,Auto-debit,12,7-12m,1610.7,7.0,0.0,2,1,0,Retained,,0.33691642,542.6712726742029,542.6712726742029,6512.055272090434
C1002770,Gampaha,Gold,Male,App,30,25-36m,3642.28,6.0,0.0,1,0,1,Churned,4/13/2025,0.41784692,1521.91547287941,1521.91547287941,18262.985674552918
C1002329,Matara,Gold,Male,App,18,13-24m,3134.39,9.0,0.0,0,0,0,Retained,,0.37105748,1163.038856535256,1163.038856535256,13956.466278423071
C1049351,Gampaha,Basic,Female,App,6,0-6m,1288.41,9.0,1.0,1,0,1,Churned,1/26/2025,0.49153748,633.3018065991998,633.3018065991998,7599.621679190398
C1038703,Ratnapura,Basic,Male,App,2,0-6m,901.56,8.0,1.0,0,0,0,Retained,,0.6427928,579.5162956380843,579.5162956380843,6954.195547657012
C1041531,Kurunegala,Basic,Male,Bank transfer,34,25-36m,1258.36,6.0,2.0,0,1,0,Retained,,0.32794574,412.6738001668453,412.6738001668453,4952.085602002144
C1027659,Kurunegala,Silver,Female,Cash,34,25-36m,2257.6,5.0,0.0,1,1,1,Churned,4/27/2025,0.51227134,1156.5037877082825,1156.5037877082825,13878.045452499391
C1045563,Ampara,Basic,Female,App,2,0-6m,833.68,9.0,0.0,0,0,0,Retained,,0.65056753,542.3651397323608,542.3651397323608,6508.38167678833
C1015439,Ampara,Basic,Female,App,11,7-12m,1456.89,9.0,0.0,0,0,1,Churned,6/11/2025,0.44953862,654.9283176532388,654.9283176532388,7859.139811838865
C1007991,Ratnapura,Silver,Male,App,30,25-36m,2957.09,9.0,0.0,1,0,0,Retained,,0.27812645,822.4449392780662,822.4449392780662,9869.339271336794
C1040298,Colombo,Basic,Male,Auto-debit,7,7-12m,1374.54,6.0,0.0,0,0,0,Retained,,0.4562146,627.0852255785466,627.0852255785466,7525.022706942558
C1030985,Colombo,Basic,Male,Cash,3,0-6m,726.14,6.0,1.0,0,0,0,Retained,,0.6426011,466.6183429944515,466.6183429944515,5599.420115933418
C1001894,Kandy,Silver,Female,Auto-debit,20,13-24m,2394.24,10.0,1.0,1,1,1,Churned,10/8/2025,0.37608108,900.4283631706237,900.4283631706237,10805.140358047483
C1041706,Kalutara,Gold,Male,Cash,45,37-60m,5881.79,5.0,1.0,1,0,0,Retained,,0.568963,3346.5208322316407,3346.5208322316407,40158.24998677969
C1016702,Colombo,Gold,Male,Auto-debit,53,37-60m,3131.3,5.0,0.0,1,0,0,Retained,,0.37802833,1183.7201197087766,1183.7201197087766,14204.641436505319
C1017920,Kalutara,Basic,Female,App,1,0-6m,658.55,9.0,1.0,1,1,0,Retained,,0.6942716,457.2125780433416,457.2125780433416,5486.550936520099
C1017855,Kandy,Gold,Male,Cash,11,7-12m,3833.11,9.0,0.0,2,1,0,Retained,,0.5551276,2127.86523416996,2127.86523416996,25534.38281003952
C1049249,Anuradhapura,Basic,Male,Auto-debit,39,37-60m,1295.63,7.0,0.0,0,1,0,Retained,,0.116960146,151.53707335703075,151.53707335703075,1818.444880284369
C1025965,Badulla,Basic,Female,Auto-debit,5,0-6m,1445.3,6.0,1.0,1,0,0,Retained,,0.646982,935.0831050932408,935.0831050932408,11220.99726111889
C1038412,Kandy,Silver,Female,Bank transfer,39,37-60m,2549.25,5.0,0.0,0,1,0,Retained,,0.29911914,762.5294795706868,762.5294795706868,9150.353754848242
C1017572,Batticaloa,Silver,Male,Auto-debit,9,7-12m,2564.18,10.0,1.0,0,1,0,Retained,,0.43996382,1128.146421804428,1128.146421804428,13537.757061653136
C1022304,Anuradhapura,Silver,Male,Auto-debit,3,0-6m,2357.85,8.0,1.0,3,0,0,Retained,,0.5242803,1236.1743281722067,1236.1743281722067,14834.091938066482
C1017274,Gampaha,Basic,Female,Cash,39,37-60m,1288.16,8.0,0.0,2,1,1,Churned,3/16/2025,0.3652957,470.5593194484711,470.5593194484711,5646.711833381653
C1021381,Ampara,Gold,Female,Auto-debit,9,7-12m,4210.15,8.0,0.0,0,0,1,Churned,6/25/2025,0.50364417,2120.4174954921004,2120.4174954921004,25445.009945905207
C1020234,Kalutara,Basic,Female,Bank transfer,1,0-6m,1229.72,10.0,0.0,0,1,0,Retained,,0.63106394,776.0319460105896,776.0319460105896,9312.383352127075
C1023767,Kalutara,Basic,Male,Auto-debit,28,25-36m,1135.89,9.0,1.0,1,1,0,Retained,,0.18826914,213.8530315446854,213.8530315446854,2566.236378536225
C1019871,Mullaitivu,Basic,Male,Auto-debit,2,0-6m,1592.26,8.0,0.0,0,1,0,Retained,,0.5003406,796.672293407917,796.672293407917,9560.067520895003
C1006044,Hambantota,Basic,Female,Bank transfer,25,25-36m,1168.81,7.0,0.0,2,0,0,Retained,,0.26210862,306.3551807957887,306.3551807957887,3676.2621695494645
C1015052,Hambantota,Basic,Female,Auto-debit,4,0-6m,1102.6,10.0,1.0,0,1,0,Retained,,0.4631035,510.6179223954677,510.6179223954677,6127.415068745612
C1042232,Jaffna,Basic,Female,Cash,10,7-12m,1027.68,7.0,0.0,0,0,0,Retained,,0.54304546,558.0769595432282,558.0769595432282,6696.923514518739
C1019184,Badulla,Gold,Male,Cash,19,13-24m,3999.2,6.0,1.0,2,0,0,Retained,,0.6706639,2682.119041776657,2682.119041776657,32185.428501319882
C1049136,Kandy,Gold,Male,Auto-debit,34,25-36m,3374.52,5.0,1.0,0,1,0,Retained,,0.43801686,1478.096660066843,1478.096660066843,17737.159920802114
C1030653,Kandy,Gold,Male,Auto-debit,23,13-24m,2345.7,8.0,1.0,0,1,0,Retained,,0.3298294,773.6808114230632,773.6808114230632,9284.169737076758
C1041799,Jaffna,Gold,Female,Auto-debit,15,13-24m,3959.08,8.0,0.0,2,0,0,Retained,,0.44148046,1747.8564507985116,1747.8564507985116,20974.277409582137
C1025905,Mullaitivu,Silver,Female,Auto-debit,30,25-36m,1698.92,6.0,0.0,2,0,0,Retained,,0.35067427,595.7675334787369,595.7675334787369,7149.210401744844
C1005392,Kegalle,Basic,Male,Cash,11,7-12m,1405.49,5.0,1.0,0,1,0,Retained,,0.5281853,742.3591685122252,742.3591685122252,8908.310022146703
C1039073,Kalutara,Gold,Male,Auto-debit,22,13-24m,5144.07,5.0,0.0,1,1,1,Churned,11/24/2025,0.47649106,2451.103386732638,2451.103386732638,29413.240640791653
C1038203,Matara,Basic,Male,Auto-debit,31,25-36m,1632.59,6.0,2.0,2,1,0,Retained,,0.42252973,689.8178073629737,689.8178073629737,8277.813688355684
C1038904,Batticaloa,Basic,Male,Bank transfer,6,0-6m,1783.31,10.0,0.0,0,0,0,Retained,,0.46318427,826.00113568753,826.00113568753,9912.013628250359
C1042333,Colombo,Gold,Male,Auto-debit,30,25-36m,3536.29,7.0,0.0,3,1,0,Retained,,0.31565404,1116.2442229294777,1116.2442229294777,13394.930675153733
C1042411,Puttalam,Basic,Female,Auto-debit,17,13-24m,1343.54,8.0,2.0,0,1,0,Retained,,0.28742152,386.16231505990027,386.16231505990027,4633.947780718803
C1046399,Kandy,Gold,Male,Auto-debit,12,7-12m,3053.87,6.0,0.0,0,0,0,Retained,,0.47747156,1458.136073669493,1458.136073669493,17497.632884033916
C1049851,Batticaloa,Basic,Female,Bank transfer,2,0-6m,1558.72,5.0,0.0,1,1,0,Retained,,0.7027993,1095.467356414795,1095.467356414795,13145.608276977538
C1029495,Gampaha,Basic,Male,Bank transfer,5,0-6m,1428.93,7.0,0.0,1,0,0,Retained,,0.53962874,771.0917013430595,771.0917013430595,9253.100416116715
C1009609,Matale,Silver,Male,Auto-debit,9,7-12m,3156.85,10.0,0.0,0,1,0,Retained,,0.39862728,1258.4065326213836,1258.4065326213836,15100.878391456603
C1009308,Kandy,Basic,Male,Cash,15,13-24m,1133.04,8.0,1.0,1,0,0,Retained,,0.48520398,549.7555190849304,549.7555190849304,6597.066229019165
C1040141,Kandy,Basic,Female,Auto-debit,1,0-6m,1436.23,7.0,0.0,1,1,1,Churned,10/12/2025,0.63474727,911.6430669522285,911.6430669522285,10939.716803426742
C1040364,Gampaha,Silver,Female,App,1,0-6m,2153.06,5.0,1.0,2,1,0,Retained,,0.7515735,1618.1828464066982,1618.1828464066982,19418.194156880378
C1028351,Galle,Platinum,Male,Auto-debit,1,0-6m,7995.76,9.0,0.0,1,0,1,Churned,12/14/2025,0.87061167,6961.2019475936895,6961.2019475936895,83534.42337112427
C1020951,Ratnapura,Silver,Male,Cash,16,13-24m,2794.92,6.0,0.0,1,1,0,Retained,,0.5567186,1555.9839156246185,1555.9839156246185,18671.806987495424
C1000562,Badulla,Platinum,Female,App,42,37-60m,10061.2,4.0,2.0,1,0,1,Churned,9/15/2025,0.6037123,6074.070397281647,6074.070397281647,72888.84476737976
C1010208,Kalutara,Gold,Female,Bank transfer,19,13-24m,4957.35,7.0,0.0,1,0,0,Retained,,0.42086765,2086.388253159821,2086.388253159821,25036.659037917852
C1001031,Kurunegala,Silver,Male,App,20,13-24m,2414.69,7.0,1.0,1,1,0,Retained,,0.41290703,997.0424863126874,997.0424863126874,11964.50983575225
C1022149,Kurunegala,Basic,Female,Cash,2,0-6m,970.62,10.0,0.0,0,0,0,Retained,,0.7056999,684.9664569854737,684.9664569854737,8219.597483825684
C1042392,Colombo,Basic,Male,Cash,2,0-6m,1106.61,8.0,0.0,2,0,1,Churned,9/3/2025,0.761397,842.5695387375354,842.5695387375354,10110.834464850424
C1011894,Colombo,Platinum,Male,Auto-debit,14,13-24m,7079.91,8.0,1.0,1,1,0,Retained,,0.50858796,3600.7569585978986,3600.7569585978986,43209.083503174785
C1017206,Monaragala,Gold,Female,Cash,43,37-60m,2521.2,5.0,0.0,0,0,0,Retained,,0.30381522,765.9789221405982,765.9789221405982,9191.74706568718
C1007058,Mullaitivu,Basic,Female,Auto-debit,1,0-6m,1272.0,6.0,1.0,0,0,0,Retained,,0.6249125,794.8887004852295,794.8887004852295,9538.664405822754
C1010599,Monaragala,Platinum,Male,Auto-debit,26,25-36m,6820.84,9.0,2.0,1,0,0,Retained,,0.48897403,3335.2136554312706,3335.2136554312706,40022.563865175245
